Title,Location,Bedrooms,Bathrooms,House Size,Price,Property Type,Listing Date,Amenities,size_value,size_unit,size_sqft,Price_per_sqft,Amenities_count,Listing Month,Listing Month Name,Listing Year,distance_to_cbd_km
1 Bedroom Apartment / Flat,mirema,1.0,1.0,105 m²,2900000,Apartment / Flat,2026-02-10,none,105.0,m²,1130.21,2565.89,1,2,February,2026,10.697190847879673
4 Bedroom Apartment / Flat,westlands,4.0,5.0,275 m²,36300000,Apartment / Flat,2025-12-09,"spacious layouts thoughtfully designed with highquality finishes for luxurious living, ensuite bedrooms comfort and privacy in every unit, dsq domestic staff quarters available for all units for added convenience, community spaces business center, residence lounge, and an inhouse cinema hall",275.0,m²,2960.07,12263.22,6,12,December,2025,5.654414563146205
1 Bedroom Apartment / Flat,westlands,1.0,1.0,55 m²,65000,Apartment / Flat,2025-11-10,none,55.0,m²,592.01,109.8,1,11,November,2025,5.654414563146205
4 Bedroom Apartment / Flat,spring valley,4.0,5.0,53 m²,31500000,Apartment / Flat,2025-11-13,none,53.0,m²,570.49,55215.69,1,11,November,2025,4.5828392556733775
2 Bedroom Apartment / Flat,kileleshwa,2.0,2.0,111 m²,10400000,Apartment / Flat,2026-01-24,none,111.0,m²,1194.79,8704.46,1,1,January,2026,3.997772791838036
2 Bedroom Apartment / Flat,kitisuru,2.0,3.0,194 m²,12500000,Apartment / Flat,2026-02-21,"24  hour manned gate, 247 cctv surveillance, fully fitted gym, grand entrance lobby, full backup generator, rooftop sky lounge with scenic views, high speed lift, rooftop sky lounge, coworking space, beautiful entrance lobby, available unit and pricing, 2 bedroom duplex  price  ksh12, 500, 000 only one unit remaining, 2 bedroom penthouse  price from 15, 800, 000 sold out",194.0,m²,2088.2,5986.02,17,2,February,2026,7.37577579548898
1 Bedroom Apartment / Flat,westlands,1.0,1.0,182 m²,9950000,Apartment / Flat,2026-02-19,"rooftop infinity pool with panoramic karura forest and city views, aerial gym, yoga and game room with gtc side city views, kids play area and multifunctional room, mini cinema  kids play area, fully backup generator, 10 high standard elevators with advanced distribution system, mini mart, caf and bar, mini golf, padel court, billiard room, family cinema etc, why buy here",182.0,m²,1959.03,5079.04,14,2,February,2026,5.654414563146205
2 Bedroom Apartment / Flat,kilimani,2.0,2.0,110 m²,10600000,Apartment / Flat,2026-01-24,none,110.0,m²,1184.03,8952.48,1,1,January,2026,4.936608046681177
2.5 Bedroom Apartment / Flat,westlands,2.5,2.5,130 m²,17200000,Apartment / Flat,2025-11-25,"heated rooftop infinity pool with skyline  forest views, aerial gym, yoga room  game room, mini mart, caf, rooftop bar, and lounge, concierge, 247 cctv surveillance  full backup generator, 10 highspeed elevators, rooftop experiences, including mini golf, cinema, and padel court, studios  48 sqm, 1bedroom units, 1bedroom  study  87 sqm, 2bedroom units, 3bedroom  dsq units, penthouses, available on request",130.0,m²,1399.31,12291.77,21,11,November,2025,5.654414563146205
2 Bedroom Apartment / Flat,westlands,2.0,2.0,501 m²,12850000,Apartment / Flat,2025-11-12,"reliable borehole water supply, fully equipped modern gym, heated swimming pool, steam room and sauna, highspeed lifts, full backup generator, 24hour cctv security, childrens play area, onsite restaurant and caf, elegant residents lounge for meetings or relaxation",501.0,m²,5392.71,2382.85,10,11,November,2025,5.654414563146205
2 Bedroom Apartment / Flat,kilimani,2.0,2.0,120 m²,10500000,Apartment / Flat,2026-02-09,"yaya centre  5 mins, adams arcade  6 mins, prestige plaza  7 mins, makini school, cavina school  st nicholas, international schools nearby braeburn, french school, riara group, project details, expected completion december 2025, occupation q1 2026, floors 17, modern, reinforced concrete structure, callwhatsapp  07428803350796007755",120.0,m²,1291.67,8129.01,15,2,February,2026,4.936608046681177
1 Bedroom Apartment / Flat,westlands,1.0,1.0,46 m²,8500000,Apartment / Flat,2025-11-09,"rooftop swimming pool, fully equipped rooftop gym with panoramic glass views, rooftop coffee lounge and bbq area, laundromat, childrens play zone, cctv surveillance, intercom, manned security  electric fencing, borehole and standby generator for uninterrupted service",46.0,m²,495.14,17166.86,9,11,November,2025,5.654414563146205
4 Bedroom Apartment / Flat,westlands,4.0,5.0,172 m²,31000000,Apartment / Flat,2025-11-10,none,172.0,m²,1851.39,16744.18,1,11,November,2025,5.654414563146205
1 Bedroom Apartment / Flat,westlands,1.0,1.0,4 m²,4200000,Apartment / Flat,2026-02-06,"perfect for families, executives  investors",4.0,m²,43.06,97538.32,2,2,February,2026,5.654414563146205
1 Bedroom Apartment / Flat,kilimani,1.0,1.0,1 acres,3500000,Apartment / Flat,2026-02-02,"secure  comfortable living  cctv, backup power, borehole water supply, call us on 07159276430723898445",1.0,acres,43560.0,80.35,4,2,February,2026,4.936608046681177
